DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP (vent/cor) [W/m^2],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Tower Dry Bulb Temp [deg C],Avg Tower RH [%],Avg Total Cloud Cover [%],Avg Avg Wind Speed @ 6ft [m/s]
12/13/2016,23,5.8754,155.4903,306.9200,1.0900,30.0663,-1.0000,0.9962
12/14/2016,0,5.6576,162.3202,311.1087,0.3184,32.8133,-1.0000,0.9944
12/14/2016,1,4.5010,161.6011,25.9281,-0.1978,34.4815,-1.0000,0.6916
12/14/2016,2,5.3247,153.9215,57.1005,-0.7369,36.6700,-1.0000,0.8482
12/14/2016,3,3.6694,143.4208,74.7154,-0.1191,35.1560,-1.0000,0.9165
12/14/2016,4,1.6945,132.0774,86.5113,-0.7240,41.0678,-1.0000,1.1099
12/14/2016,5,0.4324,120.5785,95.9963,-2.4931,51.0652,-1.0000,3.5147
12/14/2016,6,-0.0469,109.2599,104.6861,-5.7984,69.2743,-1.0000,3.2825
12/14/2016,7,0.1782,98.3817,113.4058,-8.7945,74.6320,-1.0000,2.2242
12/14/2016,8,6.5711,88.0514,122.7374,-9.7847,80.4178,9.7500,2.1821
12/14/2016,9,43.4192,79.0746,133.1677,-10.8743,83.6917,79.3167,2.0249
12/14/2016,10,174.0868,71.5683,145.0861,-10.1790,80.0818,93.9667,1.6576
12/14/2016,11,294.9474,66.1456,158.6469,-8.7322,72.6150,94.0833,1.4181
12/14/2016,12,272.4465,63.3796,173.5393,-8.2394,70.3363,69.1000,1.1600
12/14/2016,13,378.9607,63.6267,188.8970,-6.4838,64.2370,34.7833,1.2454
12/14/2016,14,388.2765,66.8529,203.6198,-4.4231,55.0312,9.3167,1.5734
12/14/2016,15,260.1808,72.6526,216.9212,-4.5684,54.1740,13.1500,1.7309
12/14/2016,16,96.7418,80.4353,228.5791,-4.9702,55.8007,27.4167,1.5938
12/14/2016,17,13.6217,89.6382,238.8000,-5.8972,60.1347,1.6167,1.6190
12/14/2016,18,3.9603,100.0931,247.9946,-7.3734,66.1097,-1.0000,2.7753
12/14/2016,19,3.9952,111.0605,256.6610,-8.6358,70.5598,-1.0000,1.8675
12/14/2016,20,3.9044,122.4273,265.4046,-8.9608,71.3030,-1.0000,1.4184
12/14/2016,21,3.8731,133.9305,275.1171,-9.5008,72.5543,-1.0000,1.5424
12/14/2016,22,3.9501,145.2066,287.5074,-9.3665,70.4620,-1.0000,0.5545
12/14/2016,23,3.8554,155.4561,306.6356,-9.5895,70.6293,-1.0000,0.3935
12/15/2016,0,3.9144,162.3401,310.7189,-9.8000,72.1615,-1.0000,0.5412
12/15/2016,1,3.3065,161.6879,25.6604,-9.8187,74.6200,-1.0000,0.8293
12/15/2016,2,3.5020,154.0350,57.0005,-9.9535,75.7848,-1.0000,0.8509
12/15/2016,3,3.3409,143.5398,74.6742,-9.9332,74.1802,-1.0000,0.7273
12/15/2016,4,3.3866,132.1973,86.4864,-10.0263,76.0457,-1.0000,1.1110
12/15/2016,5,3.4301,120.6982,95.9739,-9.6995,73.6837,-1.0000,1.4298
12/15/2016,6,3.7945,109.3786,104.6604,-8.3841,74.5018,-1.0000,1.4022
12/15/2016,7,3.8008,98.4982,113.3730,-7.2734,74.7752,-1.0000,1.0850
12/15/2016,8,21.1989,88.1679,122.6938,-7.1174,75.1200,5.1167,1.1098
12/15/2016,9,134.3188,79.1801,133.1092,-6.3133,72.1393,29.5333,0.9789
12/15/2016,10,212.3729,71.6637,145.0087,-4.0580,64.8148,62.7333,1.3742
12/15/2016,11,321.4831,66.2252,158.5482,0.9051,48.7502,71.5833,1.8211
12/15/2016,12,345.5345,63.4379,173.4217,11.7175,21.7010,74.4167,1.6451
12/15/2016,13,325.1647,63.6599,188.7681,17.0438,12.1727,72.1000,4.3998
12/15/2016,14,248.7760,66.8607,203.4894,16.6342,13.0480,81.7833,4.6309
12/15/2016,15,345.1804,72.6380,216.7962,17.3812,13.4635,71.1500,4.8660
12/15/2016,16,122.5311,80.4028,228.4618,16.0700,14.9200,53.7333,4.8203
12/15/2016,17,26.1423,89.5935,238.6892,15.7018,14.7720,5.8167,4.5903
12/15/2016,18,6.1269,100.0365,247.8870,14.8592,16.0953,-1.0000,1.3965
12/15/2016,19,6.0369,110.9971,256.5518,13.9772,18.9738,-1.0000,1.3698
12/15/2016,20,5.7016,122.3601,265.2867,12.8258,23.7945,-1.0000,1.8566
12/15/2016,21,5.3816,133.8633,274.9789,11.4292,25.9855,-1.0000,1.5038
12/15/2016,22,5.2545,145.1454,287.3258,11.2282,27.8452,-1.0000,1.0516
12/15/2016,23,4.8723,155.4150,306.3627,9.7433,31.6830,-1.0000,0.9441
12/16/2016,0,5.0841,162.3518,316.3320,9.6098,32.7428,-1.0000,1.1654
12/16/2016,1,5.4056,161.7676,25.3793,10.5323,32.0712,-1.0000,1.5192
12/16/2016,2,4.4897,154.1435,56.8859,9.7135,35.2797,-1.0000,1.1837
12/16/2016,3,3.7836,143.6549,74.6215,9.0443,38.2420,-1.0000,1.1381
12/16/2016,4,4.2880,132.3137,86.4520,9.8568,33.5068,-1.0000,1.8544
12/16/2016,5,3.9414,120.8143,95.9435,9.2163,34.3213,-1.0000,1.0302
12/16/2016,6,3.6315,109.4934,104.6275,8.1326,37.5562,-1.0000,0.8416
12/16/2016,7,3.5976,98.6105,113.3336,8.4051,36.3805,-1.0000,0.7094
12/16/2016,8,10.2643,88.2714,122.6442,4.0589,50.4853,4.6000,3.2575
12/16/2016,9,126.8884,79.2801,133.0453,-2.0802,64.4893,12.1333,3.3278
12/16/2016,10,313.1717,71.7529,144.9267,-4.0357,71.0758,39.8500,3.2218
12/16/2016,11,364.4495,66.2979,158.4463,-4.1275,69.9128,43.2333,2.2129
12/16/2016,12,396.7189,63.4888,173.3025,-3.3849,65.4795,39.3333,1.9766
12/16/2016,13,406.2876,63.6855,188.6395,-2.0805,60.0117,43.6167,1.9723
12/16/2016,14,374.6441,66.8612,203.3610,-0.9659,54.3943,22.2167,1.9065
12/16/2016,15,284.7304,72.6165,216.6745,-0.6078,52.0490,21.3667,1.6949
12/16/2016,16,74.9774,80.3640,228.3488,-2.3118,57.7058,24.2833,2.3088
12/16/2016,17,12.0022,89.5430,238.5834,-3.5996,61.7468,3.5167,1.7315
12/16/2016,18,1.1861,99.9744,247.7851,-3.9950,64.9017,-1.0000,2.4241
12/16/2016,19,0.0698,110.9285,256.4489,-5.9405,71.4120,-1.0000,2.5697
12/16/2016,20,-0.4283,122.2880,265.1761,-7.0948,79.7512,-1.0000,3.9607
12/16/2016,21,-1.5233,133.7911,274.8494,-11.8073,86.3667,-1.0000,4.5012
12/16/2016,22,-0.3054,145.0788,287.1547,-13.4988,85.2550,-1.0000,1.9908
12/16/2016,23,-0.3594,155.3673,306.1016,-14.2017,84.6683,-1.0000,2.6390
12/17/2016,0,-0.4284,162.3552,315.9491,-15.1758,83.6450,-1.0000,2.9673
12/17/2016,1,-0.5793,161.8401,25.0852,-16.2850,82.3700,-1.0000,3.0711
12/17/2016,2,-0.5151,154.2470,56.7568,-16.8647,81.9283,-1.0000,2.6148
12/17/2016,3,-0.6489,143.7660,74.5572,-17.5273,81.4150,-1.0000,2.7657
12/17/2016,4,-0.3753,132.4265,86.4083,-18.4000,80.5180,-1.0000,2.7721
12/17/2016,5,-0.1251,120.9268,95.9050,-19.3717,79.8453,-1.0000,2.4267
12/17/2016,6,0.1752,109.6043,104.5876,-19.5110,80.3103,-1.0000,1.4851
12/17/2016,7,0.4206,98.7185,113.2878,-19.7343,79.5633,-1.0000,1.7952
12/17/2016,8,9.2849,88.3787,122.5887,-20.0878,78.7118,9.1000,2.5780
12/17/2016,9,60.0796,79.3745,132.9761,-19.9775,77.0860,85.7667,1.7691
12/17/2016,10,155.5507,71.8357,144.8402,-18.9100,74.9157,95.2167,0.8880
12/17/2016,11,300.0652,66.3636,158.3411,-17.8473,72.3328,94.6333,1.5788
12/17/2016,12,367.0826,63.5322,173.1817,-15.5650,63.4697,67.6167,1.1314
12/17/2016,13,342.6082,63.7035,188.5111,-15.4833,59.0485,70.8167,0.7351
12/17/2016,14,322.2122,66.8543,203.2346,-15.9543,62.0088,44.2500,1.0577
12/17/2016,15,303.9421,72.5880,216.5561,-14.7342,59.5022,6.0500,0.8315
12/17/2016,16,149.5743,80.3188,228.2400,-15.3592,60.3055,6.1833,0.7132
12/17/2016,17,20.6044,89.4868,238.4826,-17.6487,67.7308,0.9167,0.7183
12/17/2016,18,5.3370,99.9068,247.6887,-19.2585,75.3750,-1.0000,0.8573
12/17/2016,19,5.5827,110.8548,256.3524,-19.4157,73.6155,-1.0000,1.6492
12/17/2016,20,5.5009,122.2109,265.0729,-18.8225,69.6768,-1.0000,1.2026
12/17/2016,21,5.7001,133.7138,274.7285,-18.5915,71.6533,-1.0000,0.6798
12/17/2016,22,5.5514,145.0067,286.9943,-18.3468,68.5290,-1.0000,0.8804
12/17/2016,23,5.1876,155.3131,305.8526,-19.3047,73.4407,-1.0000,0.9950
12/18/2016,0,4.9107,162.3505,321.5708,-19.6857,75.0375,-1.0000,1.3982
12/18/2016,1,5.0618,161.9052,24.7787,-20.0727,77.1177,-1.0000,1.2351
12/18/2016,2,4.6148,154.3453,56.6131,-19.2872,74.7797,-1.0000,1.2620
12/18/2016,3,5.5625,143.8731,74.4813,-16.7547,65.9490,-1.0000,1.5707
12/18/2016,4,5.3883,132.5356,86.3551,-16.0105,61.3495,-1.0000,1.8203
12/18/2016,5,5.9642,121.0355,95.8585,-13.2440,50.1640,-1.0000,1.6891
12/18/2016,6,6.1851,109.7112,104.5405,-10.8065,40.2435,-1.0000,1.7411
12/18/2016,7,6.5896,98.8220,113.2355,-9.4866,39.1087,-1.0000,1.6142
12/18/2016,8,33.9249,88.4726,122.5272,-9.5702,40.0362,0.9667,2.2772
12/18/2016,9,173.8402,79.4632,132.9016,-6.7463,31.3140,5.2000,2.7063
12/18/2016,10,328.7396,71.9121,144.7493,-4.3864,25.5178,5.8500,2.1959
12/18/2016,11,444.0821,66.4223,158.2328,-2.7266,24.4963,5.9500,4.0256
12/18/2016,12,503.5705,63.5681,173.0594,-1.8677,26.6393,5.9000,1.7885
12/18/2016,13,495.6413,63.7140,188.3832,-4.3614,46.2163,6.0000,2.2433
12/18/2016,14,425.8087,66.8400,203.1102,-3.3143,44.3043,6.0175,1.1053
12/18/2016,15,302.2957,72.5527,216.4412,-4.8044,49.6727,5.9333,2.1680
12/18/2016,16,148.7259,80.2672,228.1356,-6.5687,55.2913,7.1500,1.6851
12/18/2016,17,20.4157,89.4166,238.3868,-9.4928,56.3613,1.1167,1.1495
12/18/2016,18,6.0780,99.8339,247.5981,-9.6683,54.5457,-1.0000,0.8445
12/18/2016,19,6.0529,110.7761,256.2623,-10.2222,57.1608,-1.0000,0.9683
12/18/2016,20,5.9982,122.1290,264.9771,-10.4650,56.0708,-1.0000,0.5696
12/18/2016,21,5.6930,133.6317,274.6165,-11.1323,58.3343,-1.0000,0.5462
12/18/2016,22,5.3629,144.9293,286.8446,-11.1972,58.7280,-1.0000,1.1079
12/18/2016,23,3.9324,155.2524,305.6162,-12.1345,64.2138,-1.0000,1.4260
12/19/2016,0,4.7893,162.3376,321.1980,-8.9240,45.0172,-1.0000,1.3311
12/19/2016,1,7.0436,161.9629,24.4602,-5.0872,28.2503,-1.0000,1.9626
12/19/2016,2,7.0736,154.4384,56.4550,-3.2045,23.6627,-1.0000,2.8298
12/19/2016,3,6.3167,143.9760,74.3938,-3.1814,25.4867,-1.0000,2.3375
12/19/2016,4,6.1245,132.6409,86.2925,-5.4312,33.7392,-1.0000,2.1905
12/19/2016,5,6.3177,121.1404,95.8040,-5.3466,33.3803,-1.0000,1.3909
12/19/2016,6,6.6117,109.8141,104.4863,-3.7381,27.9080,-1.0000,1.3183
12/19/2016,7,6.8881,98.9210,113.1769,-2.0935,23.9802,-1.0000,1.1860
12/19/2016,8,34.0551,88.5702,122.4599,-1.6372,24.6978,1.0500,1.2759
12/19/2016,9,173.3713,79.5463,132.8219,1.6160,20.9695,5.6500,1.3083
12/19/2016,10,327.3151,71.9821,144.6541,3.2990,23.0832,6.0333,0.9046
12/19/2016,11,442.5212,66.4739,158.1214,6.4750,18.9217,6.3333,1.2092
12/19/2016,12,509.5580,63.5965,172.9358,6.5199,21.6998,6.2500,3.0944
12/19/2016,13,527.6871,63.7168,188.2558,8.2019,21.7447,38.0500,1.9509
12/19/2016,14,405.7628,66.8184,202.9881,8.5350,21.4455,52.6333,1.6702
12/19/2016,15,252.9372,72.5105,216.3297,8.0570,19.8072,79.5333,3.3416
12/19/2016,16,185.2080,80.2094,228.0357,10.3005,13.8327,22.0667,3.7122
12/19/2016,17,26.9818,89.3493,238.2963,8.0375,18.9913,3.3833,2.8725
12/19/2016,18,6.0781,99.7557,247.5133,8.0077,15.7935,-1.0000,6.4190
12/19/2016,19,5.6206,110.6924,256.1788,8.1093,12.5205,-1.0000,5.2896
12/19/2016,20,4.6234,122.0424,264.8887,8.7673,12.6065,-1.0000,6.1284
12/19/2016,21,4.3217,133.5448,274.5133,7.3040,16.6625,-1.0000,5.2782
12/19/2016,22,5.8404,144.8467,286.7059,7.4994,16.0393,-1.0000,5.9773
12/19/2016,23,4.8953,155.1854,305.3925,8.0818,17.2587,-1.0000,9.4460
12/20/2016,0,4.6842,162.3166,326.8315,7.8512,19.1782,-1.0000,6.4963
12/20/2016,1,4.7404,162.0130,24.1303,7.6959,17.9023,-1.0000,7.7401
12/20/2016,2,5.2624,154.5260,56.2825,8.0447,16.7318,-1.0000,9.6650
12/20/2016,3,5.5010,144.0746,74.2947,7.8771,19.2810,-1.0000,5.2443
12/20/2016,4,4.8582,132.7422,86.2205,5.7997,24.0645,-1.0000,2.7993
12/20/2016,5,6.0474,121.2414,95.7415,6.9262,24.1063,-1.0000,4.0397
12/20/2016,6,5.0404,109.9127,104.4251,6.4689,25.9138,-1.0000,2.7397
12/20/2016,7,4.6099,99.0154,113.1118,4.9591,29.1737,-1.0000,1.7562
12/20/2016,8,17.8914,88.6629,122.3869,5.8853,28.2622,7.5833,1.8273
12/20/2016,9,88.3971,79.6235,132.7370,7.8210,29.1130,87.4333,3.5380
12/20/2016,10,205.1018,72.0456,144.5546,10.2303,28.1625,93.0167,2.6668
12/20/2016,11,444.2294,66.5183,158.0070,12.1488,26.0202,80.6833,1.0733
12/20/2016,12,632.9314,63.6174,172.8109,12.9765,24.2677,74.8333,2.4197
12/20/2016,13,322.2454,63.7121,188.1290,11.9760,24.4085,88.1500,4.1783
12/20/2016,14,403.0182,66.7895,202.8683,13.6412,21.4527,78.7167,1.9678
12/20/2016,15,361.5369,72.4614,216.2219,16.7138,18.1637,90.3500,0.3133
12/20/2016,16,230.9296,80.1454,227.9403,15.8923,21.2138,70.1167,1.2814
12/20/2016,17,36.8681,89.2681,238.2109,12.9657,24.1967,7.2333,2.6787
12/20/2016,18,5.0167,99.6723,247.4343,10.3672,29.0518,-1.0000,2.3530
12/20/2016,19,4.7298,110.6039,256.1019,10.3118,28.6443,-1.0000,1.0603
12/20/2016,20,4.3269,121.9511,264.8079,10.6885,27.9743,-1.0000,1.0963
12/20/2016,21,5.0970,133.4533,274.4192,9.3947,31.6785,-1.0000,1.1388
12/20/2016,22,6.6230,144.7591,286.5781,10.8038,26.6003,-1.0000,1.2244
12/20/2016,23,5.7303,155.1121,305.1819,9.3737,29.8683,-1.0000,0.8936
12/21/2016,0,5.7171,162.2876,326.4721,8.8647,30.9287,-1.0000,1.5624
12/21/2016,1,4.4102,162.0555,23.7896,6.8420,38.4438,-1.0000,1.7452
12/21/2016,2,4.4959,154.6081,56.0959,6.2373,41.0625,-1.0000,1.4640
12/21/2016,3,5.4247,144.1688,74.1841,8.3092,33.4615,-1.0000,1.5762
12/21/2016,4,5.0497,132.8395,86.1392,7.2695,36.4270,-1.0000,1.7822
12/21/2016,5,5.9816,121.3383,95.6712,8.2337,28.1112,-1.0000,1.8922
12/21/2016,6,6.2160,110.0071,104.3570,7.8495,21.6202,-1.0000,2.0498
12/21/2016,7,5.8693,99.1051,113.0405,7.1833,20.2610,-1.0000,1.3498
12/21/2016,8,18.4524,88.7420,122.3082,6.6156,20.4208,8.8000,0.7473
12/21/2016,9,82.0452,79.6949,132.6472,6.4477,29.5388,86.6500,0.7444
12/21/2016,10,160.8554,72.1026,144.4510,6.2378,33.4040,93.1500,1.9229
12/21/2016,11,214.7640,66.5556,157.8898,4.5147,40.6773,78.4833,2.5870
12/21/2016,12,357.6910,63.6307,172.6848,4.2564,46.6068,29.5000,2.9129
12/21/2016,13,459.3068,63.6997,188.0028,3.3561,51.5670,9.4500,3.3031
12/21/2016,14,292.7729,66.7532,202.7508,2.2210,51.2640,30.9167,2.9909
12/21/2016,15,156.3838,72.4056,216.1178,0.7814,56.2127,46.7667,2.9375
12/21/2016,16,121.0643,80.0752,227.8495,0.5418,51.6208,47.7333,2.0259
12/21/2016,17,12.5426,89.1900,238.1309,-0.3169,54.9367,4.1333,1.9413
12/21/2016,18,1.2493,99.5838,247.3614,-0.5205,56.6323,-1.0000,1.2436
12/21/2016,19,1.3600,110.5107,256.0316,-0.4726,56.0593,-1.0000,0.7221
12/21/2016,20,1.3510,121.8553,264.7348,-0.5551,56.8478,-1.0000,0.7560
12/21/2016,21,1.1942,133.3572,274.3340,-0.7671,56.1502,-1.0000,0.8292
12/21/2016,22,1.0669,144.6665,286.4615,-0.9929,53.6530,-1.0000,0.9452
12/21/2016,23,1.2393,155.0328,304.9846,-1.2042,55.5067,-1.0000,0.3737
12/22/2016,0,1.4369,162.2506,332.1206,-1.4351,58.8862,-1.0000,0.1939
12/22/2016,1,2.3098,162.0903,23.4388,-1.8016,59.4102,-1.0000,0.4220
12/22/2016,2,3.0482,154.6845,55.8951,-2.1250,60.8708,-1.0000,0.1832
12/22/2016,3,2.1590,144.2585,74.0621,-2.4388,62.4230,-1.0000,0.9742
12/22/2016,4,2.1839,132.9327,86.0486,-2.7664,66.3047,-1.0000,0.5303
12/22/2016,5,1.9395,121.4311,95.5929,-3.0186,65.3765,-1.0000,0.9961
12/22/2016,6,3.2869,110.0970,104.2819,-3.3679,67.0927,-1.0000,0.6276
12/22/2016,7,3.3857,99.1899,112.9630,-3.1673,67.1548,-1.0000,0.7972
12/22/2016,8,16.8646,88.8160,122.2238,-2.8804,67.2305,4.7167,0.6244
12/22/2016,9,85.6102,79.7604,132.5523,-2.3066,67.5262,88.7167,0.8662
12/22/2016,10,153.6422,72.1530,144.3433,-1.0664,62.9252,97.0667,0.8470
12/22/2016,11,230.5867,66.5857,157.7698,0.6331,54.1553,98.6000,0.3847
12/22/2016,12,255.0383,63.6365,172.5576,0.9700,53.7368,98.4833,1.0006
12/22/2016,13,253.6518,63.6798,187.8775,1.4698,53.3995,97.5500,0.7598
12/22/2016,14,333.1028,66.7097,202.6359,2.8622,49.8163,53.7167,0.9421
12/22/2016,15,240.2143,72.3430,216.0174,3.5575,49.0075,36.0167,1.0903
12/22/2016,16,94.6932,79.9990,227.7635,2.2799,53.7912,79.1167,1.1383
12/22/2016,17,20.3888,89.0981,238.0563,0.8092,58.6685,6.5000,0.6405
12/22/2016,18,2.7349,99.4902,247.2944,-0.1934,62.9018,-1.0000,1.4059
12/22/2016,19,3.4516,110.4128,255.9680,-0.9980,66.4638,-1.0000,0.4146
12/22/2016,20,3.2136,121.7550,264.6693,-1.7175,69.2318,-1.0000,1.0344
12/22/2016,21,2.9193,133.2567,274.2580,-1.6723,69.7295,-1.0000,0.0377
12/22/2016,22,3.1309,144.5691,286.3561,-2.1835,72.3218,-1.0000,0.3220
12/22/2016,23,2.4460,154.9475,304.8009,-2.1203,73.5430,-1.0000,0.5223
12/23/2016,0,2.3295,162.2058,331.7777,-1.5998,70.6895,-1.0000,0.7011
12/23/2016,1,2.7634,162.1172,23.0787,-1.8422,72.5973,-1.0000,1.7436
12/23/2016,2,4.6285,154.7551,55.6806,-1.4501,70.3053,-1.0000,1.8047
12/23/2016,3,4.5860,144.3435,73.9287,-0.5115,64.0865,-1.0000,0.8223
12/23/2016,4,4.5772,133.0216,85.9488,0.0900,60.4680,-1.0000,1.7485
12/23/2016,5,4.0106,121.5196,95.5069,-0.0602,62.0422,-1.0000,2.0809
12/23/2016,6,4.6810,110.1825,104.2000,0.7832,60.5215,-1.0000,1.2255
12/23/2016,7,4.2294,99.2699,112.8793,-0.3357,67.2647,-1.0000,1.4300
12/23/2016,8,29.8557,88.8934,122.1339,2.0004,56.4185,1.3333,1.0197
12/23/2016,9,161.2893,79.8199,132.4526,6.3739,34.6903,7.8667,1.8294
12/23/2016,10,309.6136,72.1967,144.2317,7.9867,27.9467,7.9667,3.7783
12/23/2016,11,423.8288,66.6087,157.6471,8.9932,24.1710,7.6667,4.7584
12/23/2016,12,489.2304,63.6348,172.4294,10.0647,20.6777,7.3000,3.7501
12/23/2016,13,490.2562,63.6523,187.7530,11.6523,16.3135,7.2667,3.0375
12/23/2016,14,422.0558,66.6589,202.5235,12.0042,19.6650,7.9000,2.3969
12/23/2016,15,303.0488,72.2738,215.9210,11.2948,22.9995,7.8833,2.2404
12/23/2016,16,150.4640,79.9167,227.6823,10.8183,24.2040,10.1333,1.5138
12/23/2016,17,22.4923,89.0094,237.9872,7.4605,36.8603,1.8833,2.1079
12/23/2016,18,5.7412,99.3916,247.2336,4.9311,43.3132,-1.0000,1.6919
12/23/2016,19,5.9370,110.3103,255.9113,3.8675,40.8687,-1.0000,2.6275
12/23/2016,20,4.8496,121.6505,264.6116,3.7133,37.8472,-1.0000,1.8074
12/23/2016,21,4.2651,133.1519,274.1911,3.9243,35.3420,-1.0000,1.0338
12/23/2016,22,4.5906,144.4670,286.2620,3.3720,34.6525,-1.0000,1.4185
12/23/2016,23,4.6368,154.8564,304.6308,3.3872,32.8503,-1.0000,1.4584
12/24/2016,0,4.4038,162.1531,337.4440,2.9062,32.7237,-1.0000,1.3626
12/24/2016,1,4.8341,162.1363,22.7100,2.5804,32.2285,-1.0000,1.6519
12/24/2016,2,4.6904,154.8198,55.4524,1.8383,33.6132,-1.0000,1.6343
12/24/2016,3,5.1657,144.4237,73.7840,1.1240,37.5908,-1.0000,1.0727
12/24/2016,4,5.3932,133.1061,85.8398,-0.1932,43.1435,-1.0000,0.9787
12/24/2016,5,5.7948,121.6037,95.4131,-0.1169,39.9435,-1.0000,1.3260
12/24/2016,6,6.2619,110.2633,104.1113,0.9992,41.3643,-1.0000,1.6291
12/24/2016,7,5.7284,99.3449,112.7896,0.8455,43.5648,-1.0000,0.9096
12/24/2016,8,29.0746,88.9570,122.0385,1.5253,40.8482,0.8667,0.8586
12/24/2016,9,158.0602,79.8733,132.3481,3.6442,39.1587,6.4667,0.7430
12/24/2016,10,307.6872,72.2337,144.1162,4.6863,37.4850,7.0833,0.9281
12/24/2016,11,418.4824,66.6243,157.5219,7.6553,32.2302,7.8667,1.2030
12/24/2016,12,480.7647,63.6254,172.3004,8.4520,31.4542,7.3333,1.4783
12/24/2016,13,481.1100,63.6173,187.6295,10.9062,26.8458,7.4167,2.2922
12/24/2016,14,412.4859,66.6010,202.4138,9.5700,32.1505,7.7500,2.2072
12/24/2016,15,300.1744,72.1979,215.8285,9.8700,31.4180,7.3667,1.8191
12/24/2016,16,153.1752,79.8284,227.6059,8.8203,37.1935,8.7667,1.9712
12/24/2016,17,23.2599,88.9071,237.9237,6.5663,43.8440,1.7167,1.3657
12/24/2016,18,5.3493,99.2883,247.1789,4.5379,50.2960,-1.0000,1.0331
12/24/2016,19,6.1303,110.2035,255.8614,5.3327,43.7847,-1.0000,0.8876
12/24/2016,20,5.4426,121.5417,264.5617,4.2973,47.3538,-1.0000,0.5110
12/24/2016,21,5.5053,133.0429,274.1334,2.8634,48.9553,-1.0000,0.8044
12/24/2016,22,5.4899,144.3603,286.1792,2.6327,49.3315,-1.0000,1.4992
12/24/2016,23,5.7807,154.7596,304.4747,3.7877,41.3418,-1.0000,1.1883
12/25/2016,0,5.4869,162.0927,337.1204,3.7846,41.4743,-1.0000,1.3857
12/25/2016,1,4.9620,162.1474,22.3334,2.4893,48.1910,-1.0000,2.0569
12/25/2016,2,2.3195,154.8784,55.2110,1.2130,55.5452,-1.0000,1.0895
12/25/2016,3,1.2138,144.4990,73.6281,1.0738,56.6703,-1.0000,1.1366
12/25/2016,4,1.5286,133.1861,85.7218,2.0125,54.1412,-1.0000,1.8046
12/25/2016,5,1.7266,121.6834,95.3116,1.3688,58.5198,-1.0000,1.3206
12/25/2016,6,2.9455,110.3395,104.0159,0.9002,62.6925,-1.0000,0.5689
12/25/2016,7,3.4839,99.4148,112.6938,0.5817,73.4913,-1.0000,1.2646
12/25/2016,8,37.4397,89.0238,121.9378,-0.9103,72.0685,5.7500,1.1877
12/25/2016,9,186.2139,79.9206,132.2390,1.0559,66.6417,43.4333,1.3119
12/25/2016,10,222.8935,72.2640,143.9969,1.4874,65.9163,74.5333,3.3956
12/25/2016,11,180.1987,66.6327,157.3941,2.6446,40.9905,89.3333,4.3816
12/25/2016,12,142.6491,63.6085,172.1705,2.6742,29.1225,96.4833,8.9087
12/25/2016,13,168.6884,63.5747,187.5071,2.0244,28.0793,96.4167,12.0623
12/25/2016,14,308.3139,66.5359,202.3069,2.6619,25.3615,95.7000,14.8510
12/25/2016,15,351.9927,72.1155,215.7402,3.4256,22.8287,93.5333,15.8177
12/25/2016,16,129.7234,79.7342,227.5346,2.9828,22.2528,70.4667,16.2683
12/25/2016,17,29.6177,88.7997,237.8658,2.6433,20.7090,7.8500,15.7087
12/25/2016,18,5.0342,99.1801,247.1304,2.6622,19.5105,-1.0000,15.8255
12/25/2016,19,6.0890,110.0922,255.8184,2.1034,21.3555,-1.0000,15.0365
12/25/2016,20,5.9911,121.4289,264.5197,1.6194,22.8558,-1.0000,11.9841
12/25/2016,21,6.9899,132.9298,274.0849,1.5031,22.2415,-1.0000,7.8184
12/25/2016,22,6.8363,144.2492,286.1078,1.1217,23.5473,-1.0000,4.8789
12/25/2016,23,6.9807,154.6572,304.3325,1.1654,23.3710,-1.0000,5.3895
12/26/2016,0,6.9106,162.0246,336.8075,1.1285,23.5402,-1.0000,5.3093
12/26/2016,1,6.8616,162.1505,27.9500,1.0915,23.2903,-1.0000,5.1263
12/26/2016,2,6.8718,154.9308,54.9565,1.0527,23.5203,-1.0000,5.5768
12/26/2016,3,6.6563,144.5692,73.4612,0.6061,24.2300,-1.0000,2.6479
12/26/2016,4,6.7666,133.2615,85.5948,0.3554,24.7113,-1.0000,7.4298
12/26/2016,5,6.8133,121.7584,95.2026,0.1406,24.7888,-1.0000,7.0955
12/26/2016,6,6.6700,110.4108,103.9139,-0.2062,24.7575,-1.0000,5.1417
12/26/2016,7,6.7716,99.4796,112.5922,-0.4616,24.5690,-1.0000,5.9481
12/26/2016,8,29.1388,89.0766,121.8318,-0.4937,24.8902,1.5833,5.4443
12/26/2016,9,157.4236,79.9618,132.1253,0.2452,24.7437,6.3000,5.5846
12/26/2016,10,307.6142,72.2875,143.8740,1.4325,23.6863,7.6500,5.4725
12/26/2016,11,419.4805,66.6339,157.2641,2.4204,22.1485,6.8500,4.9179
12/26/2016,12,483.0366,63.5841,172.0400,2.8296,21.0705,5.5500,5.9271
12/26/2016,13,485.2700,63.5246,187.3859,3.0462,21.5418,6.2500,6.3345
12/26/2016,14,423.3197,66.4636,202.2029,2.9100,21.6298,8.3833,5.8235
12/26/2016,15,311.5630,72.0265,215.6560,4.0214,20.3092,6.9167,4.0906
12/26/2016,16,163.0993,79.6342,227.4683,4.4337,19.7433,7.3667,1.5486
12/26/2016,17,25.8763,88.6959,237.8136,2.7332,22.9210,1.7500,1.7143
